LOG_NO,RACE,GENDER,BIRTH_YEAR,INJURY_CONDITION
1042854,BLACK,MALE,1993,"INJURED, NOT HOSPITALIZED"
1042857,BLACK,MALE,1984,
1042859,BLACK,MALE,1974,
1042860,WHITE HISPANIC,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042860,WHITE HISPANIC,MALE,1984,"INJURED, NOT HOSPITALIZED"
1042862,BLACK,MALE,1980,
1042864,BLACK,MALE,1986,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042865,BLACK,MALE,1977,
1042866,WHITE HISPANIC,MALE,1970,
1042867,,MALE,,
1042868,BLACK,MALE,1971,
1042869,BLACK,FEMALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042870,BLACK,FEMALE,1960,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042871,BLACK,FEMALE,1981,
1042873,,MALE,,UNKNOWN
1042874,WHITE,FEMALE,1982,
1042875,BLACK,MALE,1971,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042876,,,,
1042877,BLACK,MALE,1985,UNKNOWN
1042877,BLACK,MALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042877,BLACK,FEMALE,1984,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042878,BLACK,FEMALE,1983,
1042880,BLACK,MALE,1987,
1042883,BLACK,MALE,1983,UNKNOWN
1042887,WHITE HISPANIC,FEMALE,1964,
1042890,BLACK,FEMALE,1973,UNKNOWN
1042891,BLACK,MALE,1970,UNKNOWN
1042892,BLACK,FEMALE,1955,
1042893,BLACK,FEMALE,1986,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042893,BLACK,FEMALE,1983,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042894,BLACK,FEMALE,1984,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042898,BLACK,FEMALE,1982,"INJURED, NOT HOSPITALIZED"
1042899,BLACK HISPANIC,FEMALE,1989,
1042900,WHITE HISPANIC,MALE,1988,
1042900,WHITE HISPANIC,MALE,1990,
1042901,BLACK,FEMALE,1968,
1042902,BLACK,MALE,1989,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042904,BLACK,MALE,1975,
1042905,BLACK,MALE,1990,
1042906,BLACK,MALE,1992,
1042907,BLACK,MALE,1969,
1042908,BLACK,FEMALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042908,BLACK,MALE,1984,UNKNOWN
1042909,BLACK,MALE,1979,"INJURED, HOSPITALIZED"
1042910,BLACK,MALE,1975,UNKNOWN
1042910,BLACK,FEMALE,1975,UNKNOWN
1042911,BLACK,MALE,1992,UNKNOWN
1042911,BLACK,MALE,1990,UNKNOWN
1042911,BLACK,FEMALE,1973,UNKNOWN
1042913,,,,
1042914,WHITE,FEMALE,1969,
1042915,BLACK,FEMALE,1942,
1042915,BLACK,MALE,1985,
1042916,BLACK,MALE,1982,
1042917,WHITE,FEMALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042918,BLACK,MALE,1992,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042918,BLACK,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042919,WHITE HISPANIC,MALE,1988,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042920,BLACK,MALE,1981,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042921,BLACK,MALE,1952,
1042922,BLACK,MALE,1980,
1042926,BLACK,MALE,1960,
1042927,WHITE,MALE,1965,
1042928,BLACK,MALE,1982,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042929,,FEMALE,,UNKNOWN
1042930,BLACK,FEMALE,1969,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042932,WHITE,FEMALE,1976,
1042933,BLACK,MALE,1992,
1042934,BLACK,FEMALE,1978,
1042935,BLACK,FEMALE,,
1042936,BLACK,FEMALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042936,BLACK,MALE,1985,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042937,WHITE,MALE,,
1042938,,,,
1042941,BLACK,MALE,1993,
1042942,WHITE HISPANIC,MALE,1970,
1042943,,,,
1042947,BLACK,MALE,1966,
1042948,,,,
1042949,BLACK,FEMALE,1969,UNKNOWN
1042950,BLACK,FEMALE,1971,UNKNOWN
1042950,BLACK,MALE,1971,UNKNOWN
1042955,BLACK,MALE,1965,
1042956,BLACK,FEMALE,1977,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042957,WHITE,MALE,1984,UNKNOWN
1042958,BLACK,MALE,1943,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042958,BLACK,FEMALE,1993,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042959,BLACK,FEMALE,1941,UNKNOWN
1042961,BLACK,FEMALE,1986,
1042963,BLACK,FEMALE,1957,UNKNOWN
1042964,WHITE HISPANIC,MALE,1985,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042965,WHITE HISPANIC,FEMALE,,UNKNOWN
1042966,BLACK,MALE,1993,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042967,WHITE HISPANIC,MALE,1991,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042968,,,,
1042969,BLACK,FEMALE,1971,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042971,ASIAN/PACIFIC ISLANDER,FEMALE,,
1042973,BLACK,FEMALE,1964,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042975,BLACK,MALE,1970,UNKNOWN
1042976,BLACK,MALE,1980,"INJURED, NOT HOSPITALIZED"
1042976,BLACK,FEMALE,1984,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042977,BLACK,FEMALE,1971,UNKNOWN
1042978,BLACK,MALE,1991,
1042979,BLACK,FEMALE,1994,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042979,BLACK,FEMALE,1962,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1042980,WHITE HISPANIC,FEMALE,1989,UNKNOWN
1042981,WHITE,MALE,1991,
1042982,,,,
1042983,BLACK HISPANIC,MALE,1978,
1042984,WHITE HISPANIC,MALE,1968,UNKNOWN
1042985,BLACK,MALE,1972,
1042986,BLACK,MALE,1959,
1042987,BLACK,MALE,1977,
1042988,BLACK,FEMALE,1960,
1042989,,,,
1042990,BLACK,MALE,1988,
1042991,WHITE HISPANIC,MALE,2002,
1042992,BLACK,FEMALE,1944,
1042993,WHITE HISPANIC,MALE,1986,
1042994,BLACK,FEMALE,1955,
1042995,BLACK,MALE,1978,
1042998,WHITE HISPANIC,MALE,1968,
1042999,,,,
1043001,WHITE HISPANIC,MALE,1993,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043001,WHITE HISPANIC,FEMALE,1971,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043002,WHITE,FEMALE,1938,UNKNOWN
1043004,WHITE HISPANIC,MALE,1989,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043005,,,,
1043006,BLACK,MALE,1984,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043007,BLACK,MALE,1972,UNKNOWN
1043009,BLACK,FEMALE,1978,
1043011,BLACK,MALE,1988,
1043013,,,,
1043015,BLACK,FEMALE,1967,UNKNOWN
1043016,BLACK,MALE,1949,
1043017,,,,
1043018,,,,
1043019,BLACK,FEMALE,1967,
1043022,WHITE HISPANIC,MALE,1968,UNKNOWN
1043022,WHITE,MALE,1972,UNKNOWN
1043023,BLACK,MALE,1975,UNKNOWN
1043025,WHITE,MALE,1968,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043026,BLACK,MALE,1971,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043027,,FEMALE,,UNKNOWN
1043027,BLACK,FEMALE,1989,UNKNOWN
1043027,,FEMALE,,UNKNOWN
1043027,BLACK,FEMALE,1971,UNKNOWN
1043029,BLACK,MALE,1950,
1043030,BLACK,MALE,1982,
1043031,BLACK,MALE,1988,
1043033,WHITE HISPANIC,MALE,1973,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043033,WHITE HISPANIC,FEMALE,1973,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043039,BLACK,MALE,1981,
1043040,BLACK,MALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043041,WHITE,MALE,1976,"INJURED, NOT HOSPITALIZED"
1043043,BLACK,MALE,1966,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043043,BLACK,MALE,1964,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043044,BLACK,MALE,1981,
1043045,BLACK,MALE,1956,
1043046,BLACK,FEMALE,1986,
1043047,,,,
1043048,BLACK,MALE,1984,
1043050,BLACK,MALE,1975,"INJURED, NOT HOSPITALIZED"
1043051,WHITE HISPANIC,MALE,1987,
1043052,BLACK,MALE,1971,
1043054,WHITE HISPANIC,MALE,1989,UNKNOWN
1043054,WHITE HISPANIC,MALE,1980,UNKNOWN
1043055,BLACK,MALE,1987,
1043056,WHITE,MALE,1989,
1043057,BLACK,MALE,1956,"INJURED, HOSPITALIZED"
1043058,WHITE,MALE,1975,
1043064,BLACK,MALE,1981,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043065,BLACK,MALE,1990,
1043067,WHITE,FEMALE,1974,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043068,BLACK,MALE,1974,
1043070,WHITE,FEMALE,1974,
1043072,WHITE HISPANIC,MALE,1964,
1043073,BLACK,MALE,1974,UNKNOWN
1043074,UNKNOWN,FEMALE,,UNKNOWN
1043078,BLACK,MALE,1962,
1043081,BLACK,MALE,1991,UNKNOWN
1043082,BLACK,MALE,1983,
1043083,,,,
1043084,WHITE HISPANIC,MALE,,UNKNOWN
1043085,BLACK,MALE,,
1043086,BLACK,FEMALE,1977,
1043086,BLACK,MALE,1996,
1043087,BLACK,MALE,1958,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043091,BLACK,MALE,1985,"INJURED, NOT HOSPITALIZED"
1043092,WHITE HISPANIC,MALE,1989,
1043093,BLACK,MALE,1990,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043097,WHITE,FEMALE,1963,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043097,WHITE,FEMALE,1979,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043098,BLACK,FEMALE,1977,
1043099,BLACK,FEMALE,1965,
1043099,BLACK,FEMALE,1965,
1043100,WHITE HISPANIC,MALE,1960,"INJURED, NOT HOSPITALIZED"
1043101,WHITE,FEMALE,1954,
1043102,WHITE HISPANIC,MALE,1968,"INJURED, NOT HOSPITALIZED"
1043105,BLACK,FEMALE,1981,UNKNOWN
1043106,BLACK,MALE,1974,"INJURED, HOSPITALIZED"
1043107,BLACK,MALE,1983,"INJURED, NOT HOSPITALIZED"
1043108,BLACK,FEMALE,1983,
1043109,BLACK,FEMALE,1957,UNKNOWN
1043110,WHITE,FEMALE,1986,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043112,WHITE,MALE,1954,
1043113,BLACK,FEMALE,1976,
1043114,BLACK HISPANIC,MALE,1970,"INJURED, NOT HOSPITALIZED"
1043116,BLACK,MALE,1939,UNKNOWN
1043117,BLACK,MALE,1983,UNKNOWN
1043118,,,,
1043119,BLACK,MALE,1994,
1043119,BLACK,MALE,1969,
1043122,,,,
1043123,WHITE,FEMALE,1974,
1043124,,,,
1043125,WHITE,MALE,1967,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043126,BLACK,MALE,1940,"INJURED, NOT HOSPITALIZED, UNDER INFLUENCE"
1043127,BLACK,MALE,1955,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043128,BLACK,MALE,1960,
1043129,BLACK,MALE,1982,
1043131,WHITE,MALE,1984,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043132,WHITE HISPANIC,FEMALE,,
1043134,WHITE,FEMALE,1982,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043136,BLACK,FEMALE,1983,
1043137,WHITE,MALE,1981,UNKNOWN
1043138,BLACK,MALE,1986,
1043139,BLACK,MALE,1963,
1043140,BLACK,FEMALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043141,BLACK,FEMALE,1966,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043143,,,,
1043144,BLACK,FEMALE,1984,"INJURED, NOT HOSPITALIZED"
1043145,BLACK,FEMALE,1947,
1043146,BLACK,MALE,1989,UNKNOWN
1043148,BLACK,MALE,1992,"INJURED, NOT HOSPITALIZED"
1043149,BLACK,MALE,1971,
1043150,BLACK,MALE,1984,"INJURED, NOT HOSPITALIZED"
1043151,BLACK,FEMALE,1973,UNKNOWN
1043152,BLACK,MALE,1977,
1043154,BLACK,MALE,1986,
1043155,WHITE,MALE,1986,
1043157,BLACK,MALE,1988,"NO VISIBLE INJURY, UNDER INFLUENCE"
1043159,WHITE,FEMALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043162,BLACK,FEMALE,1969,UNKNOWN
1043163,BLACK,MALE,1978,
1043164,,,,
1043170,BLACK,MALE,1972,"INJURED, NOT HOSPITALIZED, UNDER INFLUENCE"
1043171,WHITE HISPANIC,MALE,1951,
1043172,BLACK,MALE,1964,UNKNOWN
1043173,WHITE HISPANIC,MALE,1952,"INJURED, HOSPITALIZED"
1043174,BLACK,MALE,1985,"INJURED, NOT HOSPITALIZED"
1043175,,,,
1043176,BLACK,MALE,1970,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043177,BLACK,FEMALE,1978,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043179,WHITE,MALE,,
1043181,WHITE,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043182,BLACK,FEMALE,1980,
1043185,,,,
1043189,BLACK,MALE,,
1043194,,,,
1043196,BLACK,MALE,1981,
1043197,BLACK,FEMALE,,"INJURED, NOT HOSPITALIZED"
1043197,BLACK,FEMALE,,"INJURED, NOT HOSPITALIZED"
1043198,,FEMALE,1979,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043199,WHITE HISPANIC,FEMALE,1985,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043200,BLACK,FEMALE,1991,
1043200,BLACK,FEMALE,1960,
1043201,BLACK,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043203,BLACK,FEMALE,1991,
1043203,BLACK,FEMALE,1960,
1043205,BLACK,MALE,1981,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043206,WHITE,MALE,1965,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043207,BLACK,MALE,1994,"INJURED, HOSPITALIZED"
1043213,BLACK,MALE,1978,"INJURED, NOT HOSPITALIZED, UNDER INFLUENCE"
1043214,BLACK,FEMALE,1980,
1043215,BLACK,MALE,1974,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043216,WHITE,FEMALE,1980,UNKNOWN
1043217,BLACK,MALE,1977,"DECEASED, UNDER INFLUENCE"
1043219,WHITE,MALE,1984,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043220,BLACK,MALE,1987,
1043223,BLACK,MALE,1994,"INJURED, NOT HOSPITALIZED"
1043223,BLACK,FEMALE,1967,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043224,BLACK,MALE,1961,
1043225,BLACK,FEMALE,1956,UNKNOWN
1043227,BLACK,FEMALE,1984,
1043228,BLACK,MALE,1984,"INJURED, REFUSED MEDICAL AID, UNDER INFLUENCE"
1043230,WHITE,FEMALE,1980,
1043233,,,,
1043236,WHITE,MALE,1988,UNKNOWN
1043239,BLACK,FEMALE,,
1043243,BLACK,MALE,1976,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043243,BLACK,MALE,1962,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043246,,,,
1043247,BLACK,FEMALE,,UNKNOWN
1043247,BLACK,MALE,1980,UNKNOWN
1043247,BLACK,FEMALE,1951,UNKNOWN
1043249,BLACK,MALE,1994,
1043250,WHITE HISPANIC,MALE,1975,
1043251,WHITE HISPANIC,MALE,1983,UNKNOWN
1043251,WHITE HISPANIC,MALE,1989,UNKNOWN
1043253,BLACK,FEMALE,1944,
1043254,WHITE HISPANIC,MALE,1987,
1043255,BLACK,MALE,1980,
1043256,,,,
1043260,WHITE HISPANIC,FEMALE,1996,
1043261,BLACK,FEMALE,1979,
1043263,BLACK,FEMALE,1987,"INJURED, NOT HOSPITALIZED"
1043263,BLACK,MALE,1978,"INJURED, NOT HOSPITALIZED"
1043265,BLACK,MALE,1945,
1043266,ASIAN/PACIFIC ISLANDER,MALE,1989,
1043268,WHITE HISPANIC,FEMALE,1986,
1043268,WHITE HISPANIC,MALE,1990,
1043268,WHITE HISPANIC,MALE,1988,
1043269,BLACK,FEMALE,2006,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043269,BLACK,FEMALE,1971,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043270,BLACK,MALE,1974,"INJURED, NOT HOSPITALIZED"
1043272,BLACK,MALE,1981,
1043273,BLACK,FEMALE,1956,UNKNOWN
1043274,BLACK,MALE,1966,"INJURED, NOT HOSPITALIZED"
1043276,BLACK,MALE,1987,
1043277,BLACK,MALE,1957,
1043280,WHITE,MALE,1990,
1043282,WHITE HISPANIC,MALE,1981,"INJURED, NOT HOSPITALIZED"
1043283,BLACK,FEMALE,1970,
1043284,BLACK,FEMALE,1962,
1043286,WHITE,MALE,1970,UNKNOWN
1043288,BLACK,MALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043289,BLACK,FEMALE,1967,
1043290,BLACK HISPANIC,MALE,1997,
1043291,BLACK,FEMALE,,
1043292,BLACK,FEMALE,1994,"INJURED, NOT HOSPITALIZED"
1043293,BLACK,FEMALE,1969,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043295,BLACK,MALE,1980,
1043299,BLACK,FEMALE,1986,
1043300,BLACK,MALE,1975,
1043301,BLACK,FEMALE,1941,UNKNOWN
1043303,WHITE,MALE,1942,
1043304,BLACK,FEMALE,1959,
1043305,WHITE,FEMALE,1969,
1043307,WHITE HISPANIC,MALE,,
1043309,WHITE,MALE,1964,"INJURED, NOT HOSPITALIZED"
1043312,BLACK,MALE,1986,"INJURED, NOT HOSPITALIZED"
1043315,WHITE,FEMALE,1976,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043317,WHITE,FEMALE,,
1043318,BLACK,MALE,1993,
1043319,BLACK,MALE,1989,
1043321,BLACK,MALE,1980,
1043322,BLACK,MALE,1961,
1043323,BLACK,MALE,1967,"INJURED, NOT HOSPITALIZED"
1043323,BLACK,FEMALE,1974,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043324,WHITE,MALE,1953,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043325,BLACK,FEMALE,1981,
1043326,WHITE HISPANIC,MALE,1980,
1043327,BLACK,MALE,1988,
1043328,BLACK,MALE,1981,
1043329,,,,
1043330,WHITE,MALE,1981,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043331,WHITE,MALE,1956,UNKNOWN
1043331,WHITE,MALE,1975,UNKNOWN
1043334,WHITE HISPANIC,MALE,1976,
1043335,BLACK,MALE,1972,"INJURED, NOT HOSPITALIZED"
1043337,WHITE,MALE,,"INJURED, NOT HOSPITALIZED"
1043338,,,,
1043339,BLACK,MALE,1996,"INJURED, NOT HOSPITALIZED"
1043340,,,,
1043342,BLACK,MALE,1994,
1043343,BLACK,MALE,1980,
1043345,BLACK,MALE,1994,
1043346,WHITE,FEMALE,1994,
1043346,WHITE,FEMALE,1994,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043346,WHITE,FEMALE,1996,
1043346,WHITE,FEMALE,1996,"INJURED, NOT HOSPITALIZED"
1043347,BLACK,FEMALE,1993,
1043348,,,,
1043349,BLACK,MALE,1958,"INJURED, NOT HOSPITALIZED"
1043352,WHITE HISPANIC,FEMALE,1992,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043353,BLACK,MALE,1981,UNKNOWN
1043354,BLACK,MALE,1971,
1043354,BLACK,MALE,1999,
1043355,WHITE,MALE,1991,UNKNOWN
1043357,BLACK,MALE,1994,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043357,BLACK,MALE,1996,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043358,WHITE HISPANIC,MALE,1975,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043361,BLACK,FEMALE,1976,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043362,BLACK,MALE,1981,
1043364,BLACK,MALE,1951,UNKNOWN
1043365,WHITE,MALE,1983,
1043365,WHITE,MALE,1990,
1043367,BLACK,FEMALE,1963,"INJURED, NOT HOSPITALIZED"
1043369,WHITE HISPANIC,MALE,1984,"INJURED, HOSPITALIZED"
1043371,BLACK,MALE,1986,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043372,BLACK,FEMALE,1954,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043373,BLACK HISPANIC,MALE,1990,
1043374,BLACK,MALE,1959,
1043375,WHITE,MALE,1987,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043375,WHITE HISPANIC,MALE,1979,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043376,BLACK,MALE,1989,
1043377,WHITE HISPANIC,FEMALE,1985,UNKNOWN
1043378,WHITE HISPANIC,MALE,1988,
1043379,,MALE,1982,"INJURED, HOSPITALIZED, UNDER INFLUENCE"
1043380,WHITE,FEMALE,1947,
1043382,,,,
1043384,BLACK,MALE,1981,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043385,BLACK,MALE,1980,"INJURED, NOT HOSPITALIZED"
1043386,BLACK,FEMALE,1993,
1043388,WHITE HISPANIC,FEMALE,1966,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043389,WHITE HISPANIC,FEMALE,1980,
1043389,WHITE HISPANIC,MALE,1977,
1043390,BLACK,FEMALE,1968,
1043391,,FEMALE,,UNKNOWN
1043393,,,,
1043395,BLACK,MALE,1978,UNKNOWN
1043396,WHITE HISPANIC,MALE,1992,
1043397,BLACK,FEMALE,1987,
1043398,WHITE,FEMALE,1977,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043399,BLACK,MALE,1992,
1043400,BLACK,MALE,1987,
1043403,WHITE,FEMALE,1974,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043405,BLACK,MALE,1990,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043405,BLACK,MALE,1991,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043407,,,,
1043408,BLACK,MALE,1963,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043409,BLACK,MALE,1988,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043409,WHITE,MALE,,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043409,BLACK,FEMALE,1988,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043410,,FEMALE,1980,
1043411,BLACK,MALE,1992,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043412,BLACK,MALE,1976,
1043413,BLACK,MALE,1957,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043414,BLACK,FEMALE,1977,
1043414,BLACK,MALE,1976,
1043415,BLACK,FEMALE,1985,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043416,WHITE HISPANIC,MALE,,
1043419,WHITE,MALE,1953,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043422,BLACK,MALE,1972,
1043423,WHITE HISPANIC,MALE,,UNKNOWN
1043424,BLACK,FEMALE,1976,
1043425,BLACK,FEMALE,1995,
1043426,BLACK,MALE,1983,
1043426,BLACK,FEMALE,1981,
1043429,BLACK HISPANIC,MALE,1978,
1043431,WHITE HISPANIC,MALE,1994,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043432,,,,
1043438,BLACK,FEMALE,1969,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043439,WHITE,FEMALE,1985,UNKNOWN
1043440,BLACK,MALE,1994,
1043441,BLACK,MALE,1980,DECEASED
1043442,BLACK,MALE,1993,
1043443,WHITE HISPANIC,MALE,1987,
1043444,,,,
1043448,BLACK,MALE,,
1043449,BLACK,MALE,1944,
1043450,BLACK,FEMALE,1945,UNKNOWN
1043450,BLACK,MALE,1964,UNKNOWN
1043451,WHITE HISPANIC,MALE,1962,
1043452,BLACK,MALE,1989,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043453,BLACK,MALE,1986,
1043454,WHITE,MALE,1988,
1043454,WHITE,MALE,1979,
1043455,BLACK,MALE,1986,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043456,BLACK,FEMALE,1982,
1043457,BLACK,FEMALE,1975,
1043458,BLACK,MALE,1977,
1043460,BLACK,MALE,1982,"INJURED, NOT HOSPITALIZED"
1043461,,FEMALE,1998,
1043462,BLACK,MALE,1971,
1043463,BLACK,MALE,1964,
1043464,WHITE,MALE,1986,
1043465,WHITE,MALE,1977,
1043466,WHITE,MALE,1957,
1043468,BLACK,MALE,1976,
1043469,BLACK,MALE,1995,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043471,WHITE,MALE,1982,
1043472,SPANISH (DO NOT USE),MALE,1955,"INJURED, NOT HOSPITALIZED"
1043473,WHITE HISPANIC,FEMALE,1982,
1043475,WHITE,MALE,1953,
1043476,BLACK,MALE,1986,
1043478,BLACK,MALE,1984,
1043479,BLACK,FEMALE,1975,
1043479,BLACK,MALE,1973,
1043480,WHITE,MALE,1978,"INJURED, HOSPITALIZED"
1043481,WHITE HISPANIC,MALE,1994,
1043482,ASIAN/PACIFIC ISLANDER,MALE,1968,
1043484,BLACK,MALE,1991,UNKNOWN
1043485,BLACK,MALE,1968,"INJURED, NOT HOSPITALIZED"
1043486,,,,
1043487,BLACK,MALE,1990,
1043488,WHITE,MALE,1956,
1043489,BLACK,MALE,1980,
1043491,BLACK,MALE,1948,"INJURED, HOSPITALIZED"
1043492,WHITE,FEMALE,1978,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043493,WHITE,MALE,1993,
1043494,,,,
1043496,BLACK,MALE,1963,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043497,BLACK,FEMALE,1992,
1043498,BLACK,MALE,1992,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043498,BLACK,FEMALE,1966,"INJURED, NOT HOSPITALIZED"
1043499,BLACK,MALE,1943,
1043500,BLACK,FEMALE,1977,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043505,BLACK,MALE,1996,
1043506,BLACK,MALE,1997,"INJURED, HOSPITALIZED"
1043508,BLACK,FEMALE,1984,
1043509,WHITE HISPANIC,MALE,1959,UNKNOWN
1043510,,,,
1043513,BLACK,FEMALE,1962,
1043515,BLACK,FEMALE,1990,
1043516,BLACK,MALE,1973,UNKNOWN
1043517,BLACK,MALE,1983,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043518,BLACK,MALE,1969,UNKNOWN
1043523,BLACK,MALE,,UNKNOWN
1043526,BLACK,FEMALE,1978,"INJURED, NOT HOSPITALIZED"
1043528,WHITE,MALE,1960,UNKNOWN
1043529,BLACK,MALE,1951,DECEASED
1043530,WHITE,MALE,,
1043531,BLACK,MALE,1950,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043531,BLACK,MALE,1986,"INJURED, NOT HOSPITALIZED, UNDER INFLUENCE"
1043532,WHITE,FEMALE,1936,UNKNOWN
1043533,WHITE HISPANIC,MALE,1975,"NO VISIBLE INJURY, APPARENTLY NORMAL"
1043533,WHITE HISPANIC,FEMALE,1985,"NO VISIBLE INJURY, APPARENTLY NORMAL"
