LOG_NO,RACE,GENDER,BIRTH_YEAR,AGE
1022628,,,,
1022629,,,,
1022630,BLACK,FEMALE,1986,22
1022631,,,,
1022635,,,,
1022636,,,,
1022637,WHITE,FEMALE,,
1022638,,,,
1022641,,,,
1022642,,,,
1022643,,,,
1022644,,,,
1022645,BLACK,MALE,1966,42
1022645,BLACK,MALE,,
1022645,BLACK,FEMALE,1968,40
1022647,,,,
1022648,,,,
1022649,BLACK,MALE,,
1022649,BLACK,MALE,,
1022650,WHITE,FEMALE,1969,39
1022653,,,,
1022654,,,,
1022655,,,,
1022657,,,,
1022658,WHITE,MALE,,
1022659,,,,
1022660,WHITE HISPANIC,FEMALE,,
1022660,,,,
1022661,,,,
1022662,,,,
1022663,,,,
1022664,,,,
1022665,,,,
1022666,,,,
1022667,BLACK,MALE,1964,44
1022668,,,,
1022671,,,,
1022672,,,,
1022673,BLACK,MALE,1975,33
1022674,,,,
1022675,,,,
1022676,,,,
1022678,,,,
1022679,,,,
1022680,,,,
1022681,,,,
1022682,,,,
1022684,BLACK,FEMALE,1945,63
1022686,,,,
1022687,,,,
1022688,,,,
1022689,,,,
1022690,,,,
1022691,,,,
1022692,,,,
1022693,,,,
1022694,,,,
1022695,,,,
1022696,,,,
1022697,BLACK,FEMALE,1982,26
1022698,WHITE,FEMALE,,
1022698,WHITE,MALE,1975,33
1022698,WHITE,FEMALE,1984,24
1022699,,,,
1022700,,,,
1022701,,,,
1022702,,,,
1022703,,,,
1022705,,,,
1022707,BLACK,FEMALE,,
1022708,,,,
1022709,,,,
1022710,,,,
1022711,,,,
1022712,,,,
1022713,,,,
1022714,,,,
1022715,,,,
1022716,,,,
1022717,,,,
1022718,,,,
1022719,,,,
1022722,WHITE HISPANIC,MALE,,
1022723,,,,
1022724,,,,
1022726,,,,
1022727,,,,
1022728,,,,
1022729,,,,
1022731,,,,
1022732,BLACK,MALE,,
1022732,WHITE,MALE,,
1022735,,,,
1022736,BLACK,MALE,,
1022736,WHITE,FEMALE,,
1022737,,,,
1022739,,,,
1022740,BLACK,MALE,,
1022742,,,,
1022743,,,,
1022744,,,,
1022745,,,,
1022746,,,,
1022747,,,,
1022748,,,,
1022749,,,,
1022750,,,,
1022751,,,,
1022752,,,,
1022753,,,,
1022755,,,,
1022756,,,,
1022758,,,,
1022759,,,,
1022760,,,,
1022762,,,,
1022763,,,,
1022764,,,,
1022766,,,,
1022767,WHITE,MALE,,
1022767,WHITE,MALE,,
1022767,WHITE,MALE,,
1022768,BLACK,FEMALE,1988,20
1022769,WHITE HISPANIC,FEMALE,,
1022769,WHITE HISPANIC,FEMALE,,
1022769,WHITE HISPANIC,FEMALE,,
1022769,WHITE HISPANIC,FEMALE,,
1022770,,,,
1022771,BLACK,FEMALE,,
1022771,BLACK,FEMALE,1989,19
1022772,,,,
1022773,,,,
1022775,,,,
1022776,,,,
1022777,,,,
1022778,,,,
1022779,,,,
1022781,,,,
1022782,,,,
1022783,,,,
1022784,,,,
1022785,,,,
1022786,,,,
1022787,,,,
1022788,BLACK,FEMALE,1989,19
1022789,,,,
1022790,,,,
1022791,,,,
1022792,WHITE HISPANIC,FEMALE,1971,37
1022793,,,,
1022794,,,,
1022795,,,,
1022796,,,,
1022797,,,,
1022798,,,,
1022799,BLACK,FEMALE,1978,30
1022799,BLACK,MALE,,
1022800,,,,
1022801,,,,
1022802,BLACK,FEMALE,,
1022804,,,,
1022805,,,,
1022807,,,,
1022808,,,,
1022809,WHITE HISPANIC,MALE,1987,21
1022809,WHITE HISPANIC,MALE,1987,21
1022810,WHITE,FEMALE,,
1022811,,,,
1022813,,,,
1022814,,,,
1022816,WHITE,MALE,1966,42
1022817,,,,
1022818,BLACK,FEMALE,,
1022818,BLACK,FEMALE,1982,26
1022818,BLACK,FEMALE,1945,63
1022819,,,,
1022820,,,,
1022822,BLACK,FEMALE,1958,50
1022823,,,,
1022824,,,,
1022827,,,,
1022829,UNKNOWN,MALE,1955,53
1022830,,,,
1022831,,,,
1022833,,,,
1022834,,,,
1022835,,,,
1022836,,,,
1022837,,,,
1022838,,,,
1022839,WHITE,FEMALE,1975,33
1022840,,,,
1022841,,,,
1022843,,,,
1022845,ASIAN/PACIFIC ISLANDER,MALE,1967,41
1022845,BLACK,MALE,1991,17
1022846,,,,
1022847,,,,
1022849,BLACK,MALE,,
1022850,BLACK,FEMALE,,
1022852,,,,
1022853,,,,
1022854,,,,
1022856,,,,
1022857,,,,
1022859,,,,
1022860,,,,
1022861,,,,
1022863,,,,
1022864,,,,
1022865,BLACK,MALE,1990,18
1022865,BLACK,MALE,1989,19
1022865,BLACK,MALE,1992,16
1022865,BLACK,MALE,,
1022865,BLACK,MALE,,
1022866,,,,
1022867,,,,
1022868,,,,
1022869,,,,
1022870,,,,
1022871,WHITE,MALE,1969,39
1022872,,,,
1022873,,,,
1022874,,,,
1022875,BLACK,FEMALE,1980,28
1022876,,,,
1022877,,,,
1022879,,,,
1022880,,,,
1022881,,,,
1022882,,,,
1022883,,,,
1022885,,,,
1022886,,,,
1022887,,,,
1022888,,,,
1022889,BLACK,MALE,,
1022889,BLACK,FEMALE,,
1022890,,,,
1022892,,,,
1022893,,,,
1022894,,,,
1022896,,,,
1022897,,,,
1022899,,,,
1022900,,,,
1022903,,,,
1022904,,,,
1022905,BLACK,FEMALE,1986,22
1022906,,,,
1022907,,,,
1022908,,,,
1022909,BLACK,MALE,,
1022909,BLACK,MALE,1983,25
1022909,WHITE,MALE,,
1022910,,,,
1022911,,,,
1022912,,,,
1022913,,,,
1022915,UNKNOWN,MALE,,
1022915,UNKNOWN,FEMALE,,
1022916,,,,
1022918,BLACK,FEMALE,1979,29
1022919,,,,
1022922,WHITE HISPANIC,MALE,1988,20
1022922,WHITE HISPANIC,FEMALE,1990,19
1022923,,,,
1022924,,,,
1022925,,,,
1022926,,,,
1022927,,,,
1022928,,,,
1022929,WHITE HISPANIC,FEMALE,,
1022929,WHITE HISPANIC,FEMALE,,
1022929,WHITE HISPANIC,FEMALE,,
1022930,,,,
1022931,,,,
1022932,,,,
1022933,,,,
1022934,,,,
1022937,,,,
1022939,,,,
1022941,,,,
1022942,,,,
1022943,,,,
1022944,,,,
1022947,,,,
1022948,,,,
1022949,,,,
1022950,,,,
1022951,,,,
1022953,,,,
1022954,,,,
1022955,,,,
1022956,,,,
1022957,,,,
1022958,BLACK,FEMALE,1974,34
1022959,,,,
1022962,,,,
1022963,,,,
1022964,BLACK,MALE,1975,33
1022966,,,,
1022967,,,,
1022968,,,,
1022969,,,,
1022970,,,,
1022972,,,,
1022973,,,,
1022974,,,,
1022975,,,,
1022976,,,,
1022977,BLACK,FEMALE,1983,25
1022977,WHITE,MALE,,
1022978,,,,
1022979,,,,
1022980,,,,
1022982,,,,
1022984,WHITE,MALE,1967,41
1022985,BLACK,FEMALE,,
1022985,BLACK,FEMALE,,
1022986,BLACK,FEMALE,,
1022988,,,,
1022989,,,,
1022990,,,,
1022991,,,,
1022993,,,,
1022994,,,,
1022995,,,,
1022996,,,,
1022997,,,,
1022999,BLACK,FEMALE,,
1023000,,,,
1023001,,,,
1023002,,,,
1023004,,,,
1023005,,,,
1023006,,,,
1023007,BLACK,MALE,1971,37
1023008,,,,
1023009,,,,
1023010,,,,
1023011,,,,
1023014,,,,
1023015,,,,
1023016,,,,
1023017,BLACK,FEMALE,,
1023018,,,,
1023019,BLACK,MALE,,
1023020,BLACK,FEMALE,1987,21
1023022,WHITE,MALE,1983,25
1023023,,,,
1023024,,,,
1023025,,,,
1023026,BLACK,MALE,,
1023028,,,,
1023029,,,,
1023030,,,,
1023031,,,,
1023033,,,,
1023034,,,,
1023035,,,,
1023036,BLACK,,1963,45
1023038,WHITE HISPANIC,FEMALE,,
1023039,BLACK,FEMALE,,
1023039,BLACK,MALE,1976,32
1023039,BLACK,FEMALE,,
1023040,,,,
1023041,WHITE HISPANIC,MALE,1978,30
1023042,,,,
1023043,,,,
1023044,,,,
1023045,,,,
1023046,,,,
1023047,,,,
1023048,BLACK,MALE,1978,31
1023048,BLACK,MALE,,
1023048,BLACK,MALE,1976,32
1023048,UNKNOWN,MALE,1990,18
1023048,BLACK,MALE,1985,23
1023048,BLACK,MALE,1978,30
1023050,BLACK,FEMALE,,
1023052,,,,
1023054,,,,
1023056,,,,
1023057,,,,
1023058,,,,
1023059,,,,
1023061,BLACK,MALE,1974,34
1023062,,,,
1023063,,,,
1023064,,,,
1023066,,,,
1023068,,FEMALE,,
1023069,WHITE,FEMALE,,
1023069,WHITE,MALE,,
1023070,BLACK,MALE,,
1023071,,,,
1023073,,,,
1023074,,,,
1023075,WHITE HISPANIC,MALE,,
1023076,,,,
1023079,,,,
1023080,,,,
1023081,,,,
1023082,,,,
1023083,,,,
1023084,BLACK,MALE,,
1023085,,,,
1023086,,,,
1023087,,,,
1023088,,,,
1023089,,,,
1023092,,,,
1023093,WHITE,MALE,,
1023093,WHITE,FEMALE,,
1023094,BLACK,FEMALE,1969,39
1023095,,,,
1023096,BLACK,FEMALE,1988,20
1023096,BLACK,FEMALE,1989,19
1023096,BLACK,MALE,1993,15
1023097,,,,
1023098,BLACK,FEMALE,1969,39
1023099,WHITE HISPANIC,MALE,1938,70
1023101,,,,
1023102,,,,
1023103,,,,
1023104,BLACK,MALE,1961,47
1023105,,,,
1023106,BLACK,MALE,1958,50
1023107,,,,
1023109,,,,
1023110,,,,
1023111,,,,
1023112,,,,
1023114,,,,
1023115,,,,
1023116,,,,
1023118,,,,
1023119,,,,
1023120,WHITE,MALE,1933,75
1023121,,,,
1023122,,,,
1023123,,,,
1023126,,,,
1023127,BLACK,MALE,1973,35
1023127,BLACK,FEMALE,,
1023127,BLACK,MALE,,
1023127,BLACK,FEMALE,1955,54
1023128,,,,
1023129,BLACK,FEMALE,,
1023130,,,,
1023131,,,,
1023132,WHITE HISPANIC,MALE,,
1023133,,,,
1023134,BLACK,FEMALE,1976,32
1023135,,,,
1023136,,,,
1023137,,,,
1023138,,,,
1023139,,,,
1023140,,,,
1023141,,,,
1023143,,,,
1023144,,,,
1023145,,,,
1023147,,,,
1023149,,,,
1023151,,,,
1023152,,,,
1023153,,,,
1023155,,,,
1023156,,,,
1023158,BLACK,FEMALE,1957,52
1023159,BLACK,MALE,1974,34
1023160,,,,
1023161,,,,
1023162,,,,
1023163,,,,
1023164,,,,
1023165,WHITE HISPANIC,MALE,1961,47
1023165,WHITE HISPANIC,FEMALE,1985,23
1023167,,,,
1023170,BLACK,FEMALE,1966,42
1023171,,,,
1023172,,,,
1023174,BLACK,MALE,,
1023175,,,,
1023176,,,,
1023177,,,,
1023178,,,,
1023179,,,,
1023182,,,,
1023183,,,,
1023185,BLACK,FEMALE,,
1023185,BLACK,MALE,,
1023187,,,,
1023188,,,,
1023189,,,,
1023190,,,,
1023191,BLACK,FEMALE,,
1023192,,,,
1023196,,,,
1023197,,,,
1023198,,,,
1023199,,,,
1023200,,,,
1023201,,,,
1023202,,,,
1023203,,,,
1023204,,,,
1023206,BLACK,MALE,1965,43
1023207,WHITE,MALE,1962,46
1023208,,,,
1023209,,,,
1023210,,,,
1023211,,,,
1023212,BLACK,MALE,1979,29
1023213,,,,
1023214,,,,
1023215,,,,
1023216,,,,
1023217,,,,
1023218,,,,
1023219,,,,
1023220,,,,
1023221,,,,
1023222,,,,
1023223,,,,
1023224,,,,
1023225,,,,
1023227,BLACK,FEMALE,1960,48
1023227,BLACK,FEMALE,1996,12
1023228,,,,
1023230,,,,
1023232,,,,
1023233,,,,
1023234,WHITE,MALE,1976,32
1023234,WHITE,FEMALE,1981,27
1023235,WHITE,MALE,1957,51
1023236,,,,
1023239,BLACK,FEMALE,1998,10
1023239,BLACK,FEMALE,1990,18
1023239,BLACK,FEMALE,1914,94
1023241,,,,
1023244,,,,
1023245,,,,
1023246,,,,
1023247,BLACK,MALE,1972,37
1023248,BLACK,MALE,1992,16
1023249,,,,
1023250,,,,
1023251,,,,
1023253,,,,
1023254,,,,
1023255,,,,
1023256,,,,
1023257,,,,
1023258,,,,
1023259,,,,
1023260,BLACK,FEMALE,1976,32
1023261,,,,
1023262,,,,
1023263,,,,
1023264,,,,
1023265,,,,
1023266,,,,
1023268,,,,
1023270,,,,
1023271,,FEMALE,,
1023272,WHITE,FEMALE,,
1023273,BLACK,FEMALE,1977,31
1023276,,,,
1023277,,,,
1023279,,,,
1023280,,,,
1023281,,,,
1023282,WHITE HISPANIC,MALE,,
1023282,WHITE HISPANIC,MALE,,
1023283,,,,
1023284,,,,
1023285,WHITE,MALE,1990,18
1023286,,,,
1023287,,,,
1023288,,,,
1023289,,,,
1023290,,,,
1023291,,,,
1023292,,,,
1023293,WHITE,FEMALE,,
1023295,,,,
1023296,BLACK,MALE,1991,17
1023296,BLACK,MALE,1992,16
1023297,,,,
1023298,,,,
1023300,,,,
1023301,,MALE,,
1023303,,,,
1023304,,,,
1023306,,,,
1023308,BLACK,FEMALE,1968,40
1023308,BLACK,MALE,1960,48
1023308,BLACK,MALE,1962,46
1023308,BLACK,MALE,1971,37
1023308,BLACK,FEMALE,1960,48
1023308,BLACK,MALE,1989,19
1023308,BLACK,,1969,39
1023308,BLACK,MALE,1972,37
1023310,BLACK,MALE,,
1023311,UNKNOWN,FEMALE,1966,42
1023312,,,,
1023313,,,,
1023314,,,,
1023315,,,,
1023316,,,,
1023317,,,,
1023319,,,,
1023322,,,,
1023324,,,,
1023325,,,,
1023326,BLACK,MALE,1996,12
1023326,BLACK,MALE,1996,12
1023327,,,,
1023329,,,,
1023330,,,,
1023331,,,,
1023332,,,,
1023333,,,,
1023334,BLACK,FEMALE,1953,55
1023335,,,,
1023337,,,,
1023338,,,,
1023339,,,,
1023340,WHITE,MALE,1970,38
1023340,WHITE HISPANIC,MALE,1967,41
1023341,WHITE,FEMALE,,
1023343,,,,
1023344,WHITE,FEMALE,,
1023345,,,,
1023346,,,,
1023348,BLACK,FEMALE,,
1023348,BLACK,FEMALE,,
1023348,BLACK,FEMALE,,
1023348,BLACK,MALE,,
1023349,,,,
1023351,,,,
1023352,,,,
1023353,,,,
1023354,BLACK,FEMALE,1981,27
1023355,,,,
1023356,,,,
1023357,,,,
1023358,,,,
1023359,BLACK,FEMALE,1978,30
1023360,,,,
1023361,,,,
1023362,,,,
1023365,,,,
1023366,,,,
1023367,,,,
1023369,,,,
1023371,,,,
1023373,,,,
1023374,BLACK,MALE,,
1023376,,,,
1023377,,FEMALE,,
1023378,,,,
1023379,,,,
1023382,,,,
1023383,,,,
1023384,BLACK,FEMALE,1989,19
1023385,BLACK,MALE,,
1023387,,,,
1023389,,,,
1023390,BLACK,MALE,1982,26
1023392,,,,
1023393,WHITE HISPANIC,FEMALE,1951,57
1023393,WHITE HISPANIC,FEMALE,1951,57
1023393,WHITE HISPANIC,MALE,1949,59
1023395,,,,
1023397,,,,
1023398,,,,
1023399,,,,
1023403,,,,
1023405,,,,
1023406,,FEMALE,,
1023406,WHITE HISPANIC,FEMALE,1977,31
1023407,,,,
1023409,,,,
1023411,,,,
1023412,,,,
1023413,,,,
1023414,,,,
1023415,,,,
1023417,,,,
1023418,WHITE,FEMALE,1982,26
1023419,UNKNOWN,FEMALE,,
1023419,UNKNOWN,FEMALE,,
1023419,BLACK,FEMALE,,
1023421,,,,
1023422,,,,
1023423,,,,
1023429,UNKNOWN,MALE,,
1023430,,,,
1023431,,,,
1023433,,,,
1023434,,,,
1023435,,,,
1023436,,,,
1023437,,,,
1023438,BLACK,MALE,1982,26
1023440,,,,
1023441,,,,
1023444,,,,
1023445,,,,
1023449,BLACK,MALE,1955,53
1023449,BLACK,MALE,1975,33
1023450,BLACK,MALE,1975,33
1023450,BLACK,MALE,1988,20
1023450,BLACK,FEMALE,1988,20
1023452,,,,
1023453,,,,
1023454,,,,
1023456,,,,
1023457,,,,
1023458,,,,
1023459,BLACK,FEMALE,1949,59
1023461,BLACK,FEMALE,,
1023464,,,,
1023465,,,,
1023466,,,,
1023467,,,,
1023468,,,,
1023469,,,,
1023470,,,,
1023472,,,,
1023473,,,,
1023474,BLACK,MALE,,
1023475,,,,
1023476,,,,
1023477,WHITE HISPANIC,MALE,1970,38
1023478,,,,
1023479,,,,
1023480,,,,
1023482,,,,
1023483,WHITE,MALE,1967,41
1023483,WHITE,MALE,1986,22
1023483,WHITE,MALE,1987,21
1023484,BLACK,MALE,1984,24
1023484,BLACK,MALE,1966,42
1023485,,,,
1023486,,,,
1023487,,,,
1023488,,,,
1023489,,,,
1023490,,,,
1023491,,,,
1023492,,,,
1023493,,,,
1023494,,,,
1023495,,,,
1023496,,FEMALE,1957,51
1023496,BLACK,MALE,1959,49
1023496,BLACK,FEMALE,1956,52
1023497,,,,
1023498,,,,
1023500,,,,
1023502,,,,
1023503,,,,
1023505,,,,
1023507,,,,
1023508,,,,
1023510,,,,
1023511,,,,
1023512,,,,
1023513,,,,
1023514,,,,
1023515,,,,
1023516,,,,
1023518,,,,
1023520,,,,
1023522,BLACK,FEMALE,1961,47
1023524,,,,
1023525,BLACK,FEMALE,1975,33
1023526,BLACK,FEMALE,1973,35
1023527,,,,
1023528,,,,
1023529,BLACK,FEMALE,1986,23
1023530,,,,
1023532,,,,
1023533,,,,
1023534,,,,
1023536,,,,
1023537,,,,
1023538,,,,
1023539,,,,
1023541,,,,
1023543,BLACK,FEMALE,1970,38
1023543,WHITE HISPANIC,FEMALE,,
1023546,,,,
1023547,BLACK,MALE,1986,22
1023548,,,,
1023549,BLACK,FEMALE,1985,23
1023550,,,,
1023551,,,,
1023552,BLACK,FEMALE,1981,27
1023553,BLACK,MALE,1983,25
1023553,BLACK,FEMALE,1971,37
1023554,,,,
1023555,BLACK,FEMALE,1987,21
1023556,,,,
1023557,,,,
1023558,,,,
1023559,,,,
1023561,BLACK,MALE,1961,47
1023561,BLACK,FEMALE,1956,52
1023562,BLACK,MALE,1952,56
1023563,,,,
1023565,,,,
1023566,,,,
1023567,,,,
1023571,WHITE HISPANIC,MALE,1988,20
1023573,,,,
1023574,,,,
1023576,,,,
1023577,,,,
1023578,BLACK,MALE,1980,28
1023578,BLACK,MALE,,
1023579,,,,
1023580,,,,
1023582,,,,
1023583,,,,
1023584,,,,
1023585,BLACK,FEMALE,1986,23
1023585,BLACK,MALE,1958,50
1023585,BLACK,MALE,1985,23
1023586,,,,
1023587,,,,
1023588,,,,
1023589,,,,
1023590,,,,
1023591,,,,
1023592,,,,
1023593,,,,
1023594,BLACK,FEMALE,1982,26
1023596,WHITE,MALE,,
1023596,WHITE,FEMALE,1973,35
1023598,,,,
1023600,BLACK,FEMALE,,
1023601,,,,
1023604,AMER IND/ALASKAN NATIVE,FEMALE,1982,26
1023607,,,,
1023609,,,,
1023610,,,,
1023612,,,,
1023613,,,,
1023615,,,,
1023616,,,,
1023617,BLACK,FEMALE,1953,55
1023617,BLACK,FEMALE,1988,20
1023618,,,,
1023620,WHITE,FEMALE,1977,31
1023622,,,,
1023624,,,,
1023625,ASIAN/PACIFIC ISLANDER,FEMALE,1986,22
1023626,,,,
1023627,,,,
1023628,,,,
1023629,BLACK,MALE,1960,48
1023629,BLACK,FEMALE,1985,23
1023629,BLACK,FEMALE,1983,25
1023631,,,,
1023633,WHITE,FEMALE,1982,26
1023635,BLACK,MALE,1968,40
1023635,BLACK,FEMALE,1967,42
1023636,,,,
1023639,BLACK,MALE,1974,34
1023640,,,,
1023642,,,,
1023643,WHITE,MALE,1971,37
1023644,,,,
1023645,,,,
1023646,,,,
1023648,,,,
1023650,,,,
1023651,,,,
1023653,WHITE,MALE,1982,26
1023653,WHITE,MALE,1990,18
1023654,BLACK,FEMALE,,
1023655,,,,
1023656,UNKNOWN,FEMALE,,
1023657,,,,
1023658,BLACK,FEMALE,1964,44
1023658,BLACK,FEMALE,1993,15
1023658,BLACK,MALE,,
1023661,,,,
1023662,,,,
1023663,,,,
1023664,,,,
1023667,,,,
1023668,,,,
1023669,,,,
1023671,,,,
1023672,,,,
1023673,,,,
1023674,,,,
1023675,,,,
1023677,,,,
1023678,BLACK,FEMALE,1992,16
1023680,BLACK,FEMALE,1992,16
1023681,,,,
1023682,,,,
1023683,BLACK,FEMALE,1966,42
1023685,,,,
1023686,,,,
1023687,BLACK,MALE,1973,35
1023687,BLACK,FEMALE,1947,61
1023688,,,,
1023690,BLACK,FEMALE,1958,51
1023691,,,,
1023693,,,,
1023694,,,,
1023695,WHITE,FEMALE,1975,34
1023697,,,,
1023698,,,,
1023699,,,,
1023700,,,,
1023701,WHITE,FEMALE,1957,51
1023702,,,,
1023704,,,,
1023705,BLACK,FEMALE,,
1023705,BLACK,FEMALE,,
1023706,,,,
1023708,WHITE HISPANIC,FEMALE,,
1023709,,,,
1023710,BLACK,MALE,1974,34
1023711,,,,
1023712,,,,
1023713,,,,
1023714,BLACK,FEMALE,1974,35
1023715,,,,
1023716,,,,
1023717,,,,
1023719,,,,
1023720,,,,
1023721,BLACK,FEMALE,1986,22
1023722,,,,
1023724,,,,
1023725,WHITE,FEMALE,1973,35
1023726,,,,
1023727,,,,
1023729,,,,
1023730,,,,
1023731,,,,
1023732,,,,
1023733,,,,
1023735,BLACK,FEMALE,1995,14
1023735,BLACK,FEMALE,1996,12
1023736,,,,
1023737,,,,
1023738,,,,
1023739,,,,
1023740,BLACK,FEMALE,1949,59
1023742,,,,
1023743,,,,
1023744,,,,
1023745,BLACK,FEMALE,,
1023747,,,,
1023748,,,,
1023751,BLACK,MALE,1955,53
1023752,,,,
1023753,,,,
1023755,,,,
1023757,WHITE HISPANIC,FEMALE,1983,25
1023760,BLACK,MALE,1959,49
1023761,BLACK,MALE,2002,6
1023762,,,,
1023763,WHITE,MALE,1973,35
1023763,WHITE,MALE,1982,26
1023764,,,,
1023765,,,,
1023766,,,,
1023767,,,,
1023768,,,,
1023769,,,,
1023770,,,,
1023771,,,,
1023772,BLACK,MALE,,
1023772,BLACK,MALE,,
1023772,BLACK,MALE,1976,32
1023772,BLACK,FEMALE,1937,71
1023772,BLACK,MALE,1976,32
1023772,BLACK,FEMALE,1966,42
1023772,BLACK,FEMALE,1937,71
1023773,,,,
1023774,,,,
1023775,,,,
1023776,,,,
1023777,,,,
1023778,,,,
1023780,,,,
1023783,,,,
1023785,,,,
1023788,,,,
1023790,,,,
1023792,,,,
1023794,,,,
1023795,BLACK,FEMALE,1994,14
1023795,BLACK,FEMALE,1978,31
1023796,,,,
1023797,,,,
1023798,,,,
1023799,,,,
1023800,,,,
1023801,,,,
1023802,,,,
1023803,,,,
1023805,,,,
1023806,,,,
1023807,WHITE HISPANIC,MALE,1983,25
1023808,WHITE HISPANIC,MALE,1982,26
1023810,,,,
1023811,,,,
1023812,WHITE,FEMALE,,
1023812,,FEMALE,,
1023813,,,,
1023814,WHITE,MALE,,
1023815,BLACK,FEMALE,1964,44
1023816,,,,
1023818,,,,
1023819,WHITE HISPANIC,MALE,1989,20
1023819,WHITE HISPANIC,MALE,1988,21
1023821,WHITE HISPANIC,MALE,,
1023821,WHITE HISPANIC,MALE,,
1023821,,MALE,,
1023822,BLACK,FEMALE,1978,31
1023823,,,,
1023826,,,,
1023827,,,,
1023828,,,,
1023829,,,,
1023830,,,,
1023831,,,,
1023834,,,,
1023835,,,,
1023836,,,,
1023837,,,,
1023838,,,,
1023839,,,,
1023840,,,,
1023841,,,,
1023842,,,,
1023843,,,,
1023845,WHITE HISPANIC,MALE,1968,40
1023847,BLACK,FEMALE,1992,16
1023847,BLACK,MALE,1995,14
1023849,,,,
1023850,,,,
1023852,,,,
1023853,,,,
1023854,,,,
1023855,,,,
1023857,,,,
1023858,,,,
1023859,,,,
1023860,,,,
1023863,,FEMALE,,
1023864,,,,
1023865,,,,
1023867,,,,
1023869,,,,
1023870,,,,
1023872,,,,
1023873,BLACK,FEMALE,1974,34
1023874,BLACK,MALE,1990,18
1023874,BLACK,MALE,1991,17
1023875,,,,
1023876,,,,
1023877,,,,
1023878,,,,
1023879,BLACK,FEMALE,1964,44
1023880,,,,
1023882,BLACK,MALE,,
1023883,,,,
1023885,,,,
1023886,,,,
1023889,BLACK,FEMALE,1990,18
1023890,,,,
1023891,BLACK,MALE,,
1023892,,,,
1023893,WHITE,MALE,1980,28
1023894,,,,
1023895,,,,
1023896,,,,
1023897,BLACK,MALE,,
1023899,,,,
1023900,,,,
1023902,,,,
1023903,,,,
1023905,,,,
1023906,,,,
1023907,WHITE,FEMALE,,
1023908,,,,
1023909,,,,
1023910,,,,
1023911,,,,
1023912,,,,
1023913,,,,
1023914,,,,
1023915,,,,
1023916,,,,
1023917,BLACK,MALE,1937,72
1023918,,,,
1023920,,,,
1023922,,,,
1023923,,,,
1023924,,,,
1023925,,,,
1023927,,,,
1023928,,,,
1023929,WHITE,FEMALE,1975,33
1023929,WHITE,MALE,1947,61
1023931,,,,
1023934,,,,
1023935,,,,
1023936,,,,
1023937,,,,
1023938,,,,
1023939,,,,
1023940,,,,
1023941,,,,
1023942,BLACK,FEMALE,1954,54
1023942,WHITE,MALE,,
1023944,,,,
1023945,,,,
1023946,WHITE HISPANIC,MALE,1980,28
1023948,,,,
1023949,,,,
1023950,,,,
1023951,,,,
1023952,BLACK,MALE,1983,25
1023952,BLACK,FEMALE,1969,39
1023953,,,,
1023954,,,,
1023955,,,,
1023956,,,,
1023957,WHITE,MALE,1975,33
1023957,WHITE,FEMALE,1951,57
1023958,BLACK,FEMALE,1945,63
1023959,,,,
1023960,,,,
1023961,,,,
1023963,,,,
1023964,,,,
1023965,BLACK,MALE,1973,35
1023966,,,,
1023967,,,,
1023968,,,,
1023969,,,,
1023970,BLACK,FEMALE,,
1023970,BLACK,FEMALE,,
1023971,,,,
1023972,WHITE,FEMALE,1955,53
1023972,WHITE,FEMALE,1963,45
1023972,WHITE,MALE,1996,12
1023972,WHITE,MALE,1996,12
1023973,,,,
1023974,,,,
1023975,,,,
1023976,,,,
1023977,,,,
1023978,,,,
1023979,,,,
1023980,BLACK,FEMALE,,
1023981,,,,
1023982,,,,
1023983,,,,
1023984,,,,
1023985,,,,
1023986,,,,
1023987,,,,
1023988,BLACK,FEMALE,,
1023988,BLACK,FEMALE,,
1023989,,,,
1023990,,,,
1023991,,,,
1023993,,,,
1023994,,,,
1023995,,,,
1023996,,,,
1023998,,,,
1024001,,,,
1024002,BLACK,MALE,,
1024003,,,,
1024004,,,,
1024005,,,,
1024006,,,,
1024007,,,,
1024008,BLACK,FEMALE,1987,21
1024010,BLACK,MALE,,
1024010,BLACK,MALE,1957,51
1024010,BLACK,MALE,1971,37
1024011,BLACK,MALE,1957,51
1024011,,MALE,,
1024012,BLACK,FEMALE,1961,47
1024013,,,,
1024014,,,,
1024015,,,,
1024018,,,,
1024019,,,,
1024021,,,,
1024022,,,,
1024023,BLACK,FEMALE,,
1024023,BLACK,MALE,,
1024024,,,,
1024025,,,,
1024026,,,,
1024027,,,,
1024028,,,,
1024030,,,,
1024031,,,,
1024032,,,,
1024034,,,,
1024035,BLACK,MALE,,
1024036,,,,
1024037,,,,
1024038,,,,
1024039,,,,
1024042,,,,
1024043,,,,
1024044,,,,
1024045,,,,
1024046,,,,
1024047,,,,
1024048,WHITE,FEMALE,,
1024048,WHITE,MALE,,
1024049,WHITE,FEMALE,1996,12
1024049,WHITE,FEMALE,1991,18
1024049,WHITE,MALE,1995,13
1024049,WHITE,FEMALE,1996,12
1024050,,,,
1024051,,,,
1024052,BLACK,FEMALE,1964,44
1024053,BLACK,MALE,1988,21
1024054,,,,
1024055,,,,
1024056,,,,
1024057,,,,
1024059,,,,
1024060,,,,
1024061,,,,
1024063,,,,
1024065,,,,
1024066,,,,
1024067,,,,
1024068,,,,
1024069,,,,
1024070,,,,
1024071,,,,
1024072,,,,
1024073,,,,
1024074,,,,
1024075,,,,
