LOG_NO,RACE,GENDER,BIRTH_YEAR,AGE
2020-0004666,Black or African American,Female,1990,30
2020-0004666,Black or African American,Female,1992,28
2020-0004677,Black or African American,Female,NULL,NULL
2020-0004688,NULL,NULL,NULL,NULL
2020-0004697,NULL,NULL,NULL,NULL
2020-0004705,NULL,NULL,NULL,NULL
2020-0004715,NULL,NULL,NULL,NULL
2020-0004719,NULL,NULL,NULL,NULL
2020-0004720,NULL,NULL,NULL,NULL
2020-0004726,Asian,Male,NULL,NULL
2020-0004733,NULL,NULL,NULL,NULL
2020-0004738,NULL,NULL,NULL,NULL
2020-0004744,NULL,NULL,NULL,NULL
2020-0004748,NULL,NULL,NULL,NULL
2020-0004761,NULL,NULL,NULL,NULL
2020-0004765,NULL,NULL,NULL,NULL
2020-0004785,NULL,NULL,NULL,NULL
2020-0004792,NULL,NULL,NULL,NULL
2020-0004793,"Hispanic, Latino, or Spanish origin",Male,NULL,NULL
2020-0004796,NULL,NULL,NULL,NULL
2020-0004799,NULL,NULL,NULL,NULL
2020-0004803,NULL,NULL,NULL,NULL
2020-0004804,NULL,NULL,NULL,NULL
2020-0004806,NULL,NULL,NULL,NULL
2020-0004812,NULL,NULL,NULL,NULL
2020-0004815,NULL,NULL,NULL,NULL
2020-0004828,Black or African American,Male,NULL,NULL
2020-0004833,NULL,NULL,NULL,NULL
2020-0004836,NULL,NULL,NULL,NULL
2020-0004839,NULL,NULL,NULL,NULL
2020-0004845,Black or African American,Male,1988,32
2020-0004846,NULL,NULL,NULL,NULL
2020-0004849,NULL,NULL,NULL,NULL
2020-0004850,NULL,Female,1989,31
2020-0004852,NULL,NULL,NULL,NULL
2020-0004855,NULL,NULL,NULL,NULL
2020-0004857,NULL,NULL,NULL,NULL
2020-0004859,NULL,NULL,NULL,NULL
2020-0004863,NULL,NULL,NULL,NULL
2020-0004865,NULL,NULL,NULL,NULL
2020-0004866,NULL,NULL,NULL,NULL
2020-0004869,NULL,NULL,NULL,NULL
2020-0004870,Black or African American,Female,1993,27
2020-0004873,Black or African American,Female,1989,31
2020-0004877,NULL,NULL,NULL,NULL
2020-0004879,NULL,NULL,NULL,NULL
2020-0004886,NULL,NULL,NULL,NULL
2020-0004901,Black or African American,Male,NULL,NULL
2020-0004903,Black or African American,Female,1983,37
2020-0004903,NULL,NULL,NULL,NULL
2020-0004918,NULL,NULL,NULL,NULL
2020-0004920,NULL,NULL,NULL,NULL
2020-0004921,NULL,NULL,NULL,NULL
2020-0004943,White,Female,NULL,NULL
2020-0004951,NULL,NULL,NULL,NULL
2020-0004953,NULL,NULL,NULL,NULL
2020-0004956,Black or African American,Female,NULL,NULL
2020-0004956,Black or African American,Male,NULL,NULL
2020-0004956,Black or African American,Male,NULL,NULL
2020-0004968,NULL,NULL,NULL,NULL
2020-0004969,NULL,NULL,NULL,NULL
2020-0004970,NULL,NULL,NULL,NULL
2020-0004971,NULL,NULL,NULL,NULL
2020-0004973,NULL,NULL,NULL,NULL
2020-0004974,NULL,NULL,NULL,NULL
2020-0004975,NULL,NULL,NULL,NULL
2020-0004981,NULL,NULL,NULL,NULL
2020-0004982,NULL,NULL,NULL,NULL
2020-0004985,NULL,NULL,NULL,NULL
2020-0004987,White,Female,NULL,NULL
2020-0004990,NULL,NULL,NULL,NULL
2020-0004992,NULL,NULL,NULL,NULL
2020-0005002,NULL,NULL,NULL,NULL
2020-0005008,Black or African American,Female,1985,35
2020-0005015,NULL,NULL,NULL,NULL
2020-0005018,NULL,NULL,NULL,NULL
2020-0005025,NULL,NULL,NULL,NULL
2020-0005026,NULL,NULL,NULL,NULL
2020-0005034,NULL,NULL,NULL,NULL
2020-0005047,Black or African American,Male,2002,18
2020-0005048,NULL,NULL,NULL,NULL
2020-0005050,NULL,NULL,NULL,NULL
2020-0005051,NULL,NULL,NULL,NULL
2020-0005057,NULL,NULL,NULL,NULL
2020-0005059,NULL,NULL,NULL,NULL
2020-0005065,"Hispanic, Latino, or Spanish Origin",Female,2000,20
2020-0005069,NULL,NULL,NULL,NULL
2020-0005076,Black or African American,Female,NULL,NULL
2020-0005078,"Hispanic, Latino, or Spanish Origin",Male,1981,39
2020-0005082,NULL,NULL,NULL,NULL
2020-0005084,NULL,NULL,NULL,NULL
2020-0005092,NULL,NULL,NULL,NULL
2020-0005093,NULL,Male,1991,29
2020-0005104,NULL,NULL,NULL,NULL
2020-0005105,NULL,NULL,NULL,NULL
2020-0005108,NULL,NULL,NULL,NULL
2020-0005110,Black or African American,Female,1952,68
2020-0005125,NULL,NULL,NULL,NULL
2020-0005147,NULL,NULL,NULL,NULL
2020-0005151,NULL,NULL,NULL,NULL
2020-0005156,NULL,NULL,NULL,NULL
2020-0005157,NULL,NULL,NULL,NULL
2020-0005163,NULL,Male,NULL,NULL
2020-0005164,NULL,NULL,NULL,NULL
2020-0005165,NULL,NULL,NULL,NULL
2020-0005166,NULL,NULL,NULL,NULL
2020-0005177,NULL,NULL,NULL,NULL
2020-0005198,Black or African American,Male,NULL,NULL
2020-0005201,Black or African American,Male,NULL,NULL
2020-0005216,NULL,NULL,NULL,NULL
2020-0005217,NULL,NULL,NULL,NULL
2020-0005222,NULL,NULL,NULL,NULL
2020-0005224,NULL,Male,NULL,NULL
2020-0005225,Black or African American,NULL,NULL,NULL
2020-0005229,NULL,NULL,NULL,NULL
2020-0005230,Black or African American,Female,1989,31
2020-0005241,NULL,NULL,NULL,NULL
2020-0005247,NULL,NULL,NULL,NULL
2020-0005254,NULL,NULL,NULL,NULL
2020-0005255,NULL,NULL,NULL,NULL
2020-0005256,NULL,NULL,NULL,NULL
2020-0005262,Unknown,Male,1983,37
2020-0005263,NULL,NULL,2020,0
2020-0005276,NULL,NULL,NULL,NULL
2020-0005284,NULL,NULL,NULL,NULL
2020-0005285,NULL,NULL,NULL,NULL
2020-0005288,NULL,NULL,NULL,NULL
2020-0005293,NULL,NULL,NULL,NULL
2020-0005295,NULL,NULL,NULL,NULL
2020-0005298,NULL,NULL,NULL,NULL
2020-0005301,NULL,NULL,NULL,NULL
2020-0005306,NULL,NULL,NULL,NULL
2020-0005308,NULL,NULL,NULL,NULL
2020-0005311,NULL,NULL,NULL,NULL
2020-0005316,NULL,NULL,NULL,NULL
2020-0005324,NULL,NULL,NULL,NULL
2020-0005326,NULL,NULL,NULL,NULL
2020-0005338,NULL,NULL,NULL,NULL
2020-0005340,NULL,NULL,NULL,NULL
2020-0005345,NULL,NULL,NULL,NULL
2020-0005361,Black or African American,Female,NULL,NULL
2020-0005367,NULL,NULL,NULL,NULL
2020-0005369,NULL,NULL,NULL,NULL
2020-0005370,NULL,NULL,NULL,NULL
2020-0005373,NULL,NULL,NULL,NULL
2020-0005377,NULL,NULL,NULL,NULL
2020-0005378,Black or African American,Female,NULL,NULL
2020-0005411,Black or African American,Male,1992,28
2020-0005442,NULL,NULL,NULL,NULL
2020-0005446,NULL,NULL,NULL,NULL
2020-0005451,NULL,NULL,NULL,NULL
2020-0005452,NULL,NULL,NULL,NULL
2020-0005453,NULL,NULL,NULL,NULL
2020-0005454,NULL,NULL,NULL,NULL
2020-0005455,NULL,NULL,NULL,NULL
2020-0005456,NULL,NULL,NULL,NULL
2020-0005457,NULL,NULL,NULL,NULL
2020-0005463,NULL,NULL,NULL,NULL
2020-0005470,NULL,NULL,NULL,NULL
2020-0005471,Black or African American,Female,1992,28
2020-0005484,NULL,NULL,NULL,NULL
2020-0005485,NULL,NULL,NULL,NULL
2020-0005486,NULL,NULL,NULL,NULL
2020-0005491,NULL,NULL,NULL,NULL
2020-0005492,NULL,NULL,NULL,NULL
2020-0005495,Black or African American,Female,1973,47
2020-0005504,Black or African American,Female,1992,28
2020-0005504,Black or African American,Female,1990,30
2020-0005512,NULL,NULL,NULL,NULL
2020-0005517,NULL,NULL,NULL,NULL
2020-0005521,NULL,NULL,NULL,NULL
2020-0005522,NULL,NULL,NULL,NULL
2020-0005523,NULL,NULL,NULL,NULL
2020-0005529,NULL,NULL,NULL,NULL
2020-0005542,NULL,NULL,NULL,NULL
2020-0005550,NULL,NULL,NULL,NULL
2020-0005556,NULL,NULL,NULL,NULL
2020-0005558,NULL,NULL,NULL,NULL
2020-0005559,NULL,NULL,NULL,NULL
2020-0005562,NULL,NULL,NULL,NULL
2020-0005563,NULL,NULL,NULL,NULL
2020-0005582,NULL,NULL,NULL,NULL
2020-0005585,NULL,NULL,NULL,NULL
2020-0005589,NULL,NULL,NULL,NULL
2020-0005590,NULL,NULL,NULL,NULL
2020-0005591,NULL,NULL,NULL,NULL
2020-0005593,NULL,NULL,NULL,NULL
2020-0005612,NULL,NULL,NULL,NULL
2020-0005613,NULL,NULL,NULL,NULL
2020-0005619,NULL,NULL,NULL,NULL
2020-0005621,NULL,NULL,NULL,NULL
2020-0005628,NULL,NULL,NULL,NULL
2020-0005629,"Hispanic, Latino, or Spanish Origin",NULL,NULL,NULL
2020-0005629,"Hispanic, Latino, or Spanish Origin",Male,1977,43
2020-0005634,NULL,Female,NULL,NULL
2020-0005636,NULL,NULL,1988,32
2020-0005637,NULL,NULL,NULL,NULL
2020-0005639,NULL,NULL,NULL,NULL
2020-0005641,Black or African American,Female,1970,50
2020-0005642,NULL,NULL,NULL,NULL
2020-0005643,NULL,NULL,NULL,NULL
2020-0005647,"Hispanic, Latino, or Spanish Origin",Male,NULL,NULL
2020-0005648,NULL,NULL,NULL,NULL
2020-0005650,NULL,NULL,NULL,NULL
2020-0005651,NULL,NULL,NULL,NULL
2020-0005662,NULL,NULL,NULL,NULL
2020-0005667,NULL,NULL,NULL,NULL
2020-0005672,Black or African American,Female,NULL,NULL
2020-0005672,Black or African American,Male,NULL,NULL
2020-0005681,NULL,NULL,NULL,NULL
2020-0005688,NULL,NULL,NULL,NULL
2020-0005704,NULL,NULL,NULL,NULL
2020-0005718,Black or African American,Female,1989,31
2020-0005724,NULL,NULL,NULL,NULL
2020-0005727,NULL,NULL,NULL,NULL
2020-0005731,NULL,NULL,NULL,NULL
2020-0005734,NULL,NULL,NULL,NULL
2020-0005738,NULL,NULL,NULL,NULL
2020-0005765,NULL,NULL,NULL,NULL
2020-0005775,Black or African American,Female,1985,35
2021-0000001,NULL,NULL,NULL,NULL
2021-0000002,NULL,NULL,NULL,NULL
2021-0000005,NULL,NULL,NULL,NULL
2021-0000007,Black or African American,Female,1989,32
2021-0000010,NULL,NULL,NULL,NULL
2021-0000013,Black or African American,Male,NULL,NULL
2021-0000015,NULL,NULL,NULL,NULL
2021-0000016,NULL,NULL,NULL,NULL
2021-0000017,NULL,NULL,NULL,NULL
2021-0000018,NULL,NULL,NULL,NULL
2021-0000023,NULL,NULL,NULL,NULL
2021-0000025,NULL,NULL,NULL,NULL
2021-0000039,NULL,NULL,NULL,NULL
2021-0000039,NULL,NULL,NULL,NULL
2021-0000043,NULL,NULL,NULL,NULL
2021-0000045,NULL,NULL,NULL,NULL
2021-0000045,Black or African American,Male,NULL,NULL
2021-0000046,Black or African American,Female,NULL,NULL
2021-0000048,Black or African American,Female,NULL,NULL
2021-0000056,NULL,NULL,NULL,NULL
2021-0000060,NULL,NULL,NULL,NULL
2021-0000062,NULL,NULL,NULL,NULL
2021-0000063,Black or African American,Female,NULL,NULL
2021-0000063,Black or African American,Female,NULL,NULL
2021-0000068,NULL,NULL,NULL,NULL
2021-0000071,NULL,NULL,NULL,NULL
2021-0000072,NULL,NULL,NULL,NULL
2021-0000073,NULL,NULL,NULL,NULL
2021-0000076,NULL,NULL,NULL,NULL
2021-0000078,NULL,NULL,NULL,NULL
2021-0000081,NULL,NULL,NULL,NULL
2021-0000086,NULL,NULL,NULL,NULL
2021-0000100,NULL,NULL,NULL,NULL
2021-0000105,NULL,NULL,NULL,NULL
2021-0000106,NULL,NULL,NULL,NULL
2021-0000115,NULL,NULL,NULL,NULL
2021-0000117,NULL,NULL,NULL,NULL
2021-0000126,NULL,NULL,NULL,NULL
2021-0000130,NULL,NULL,NULL,NULL
2021-0000141,NULL,NULL,NULL,NULL
2021-0000142,NULL,NULL,NULL,NULL
2021-0000143,NULL,NULL,NULL,NULL
2021-0000144,NULL,NULL,NULL,NULL
2021-0000156,NULL,NULL,NULL,NULL
2021-0000161,NULL,NULL,NULL,NULL
2021-0000165,NULL,NULL,NULL,NULL
2021-0000166,NULL,NULL,NULL,NULL
2021-0000172,NULL,NULL,NULL,NULL
2021-0000181,NULL,NULL,NULL,NULL
2021-0000184,NULL,NULL,NULL,NULL
2021-0000200,NULL,NULL,NULL,NULL
2021-0000204,NULL,NULL,NULL,NULL
2021-0000212,Black or African American,Male,NULL,NULL
2021-0000215,American Indian or Alaska Native,Female,1969,52
2021-0000215,American Indian or Alaska Native,Male,1969,52
2021-0000217,NULL,NULL,NULL,NULL
2021-0000225,NULL,NULL,NULL,NULL
2021-0000229,NULL,NULL,NULL,NULL
2021-0000230,NULL,NULL,NULL,NULL
2021-0000231,NULL,NULL,NULL,NULL
2021-0000232,NULL,NULL,NULL,NULL
2021-0000234,NULL,NULL,NULL,NULL
2021-0000245,White,Female,NULL,NULL
2021-0000249,"Hispanic, Latino, or Spanish Origin",Female,NULL,NULL
2021-0000261,NULL,NULL,NULL,NULL
2021-0000263,NULL,NULL,NULL,NULL
2021-0000264,NULL,NULL,NULL,NULL
2021-0000265,NULL,NULL,NULL,NULL
2021-0000266,NULL,NULL,NULL,NULL
2021-0000267,NULL,NULL,NULL,NULL
2021-0000293,NULL,NULL,NULL,NULL
2021-0000294,NULL,NULL,NULL,NULL
2021-0000297,NULL,Male,NULL,NULL
2021-0000297,NULL,Female,NULL,NULL
2021-0000298,NULL,NULL,NULL,NULL
2021-0000300,NULL,NULL,NULL,NULL
2021-0000301,NULL,NULL,NULL,NULL
2021-0000302,NULL,NULL,NULL,NULL
2021-0000310,NULL,NULL,NULL,NULL
2021-0000317,NULL,NULL,NULL,NULL
2021-0000322,NULL,NULL,NULL,NULL
2021-0000323,NULL,NULL,NULL,NULL
2021-0000324,NULL,NULL,NULL,NULL
2021-0000329,NULL,NULL,NULL,NULL
2021-0000330,NULL,NULL,NULL,NULL
2021-0000331,NULL,NULL,NULL,NULL
2021-0000333,NULL,NULL,NULL,NULL
2021-0000334,NULL,NULL,NULL,NULL
2021-0000335,NULL,NULL,NULL,NULL
2021-0000336,NULL,NULL,NULL,NULL
2021-0000337,NULL,NULL,NULL,NULL
2021-0000341,NULL,NULL,NULL,NULL
2021-0000342,NULL,NULL,NULL,NULL
2021-0000347,Native Hawaiian or Other Pacific Islander,Female,1995,26
2021-0000348,NULL,NULL,NULL,NULL
2021-0000353,NULL,NULL,NULL,NULL
2021-0000356,NULL,NULL,NULL,NULL
2021-0000364,NULL,NULL,NULL,NULL
2021-0000365,NULL,NULL,NULL,NULL
2021-0000367,NULL,NULL,NULL,NULL
2021-0000371,NULL,NULL,NULL,NULL
2021-0000372,NULL,NULL,NULL,NULL
2021-0000377,NULL,NULL,NULL,NULL
